,year of founding,Internet Activity Score,Focus functions of company,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Amount,Country of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Renown score,Market Research,Marketing,Analytics,Software Development,Mobile,Enterprise Software,Media,Cloud Computing,Network / Hosting / Infrastructure,Social Networking,Retail,Entertainment,Healthcare,Energy,Search,Food & Beverages,Music,Publishing,Gaming,Email,Career / Job Search
257,2011,59.0,OPERATIONS,7.0,0.0,No,1/1/2011,400000.0,United Kingdom,2,0,3,0,1,No,0,medium,No,Medium,No,No,Yes,Yes,Service,Yes,Public,No,Both,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,Masters,DIPLOMA,Yes,Yes,Both,500,Medium,1,1,0,None,124,None,51,Low,Medium,No,No,Low,Bad,No,No,No,No,No,No,Low,22246,Yes,Yes,No,2.0,Low,11,5,0.4,Not Applicable,24,24,,,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,2013,133.0,PAYMENT,5.0,,No,1/1/2013,,United Kingdom,1,0,0,0,4,No,0,medium,No,Large,No,No,No,No,Service,Yes,Private,Yes,Unstructured,Yes,Both,LOCAL,Linear,No,None,No,No,No,No,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,BUSINESS STUDIES,Yes,No,None,500,Medium,1,1,0,None,160,Many,18,High,Medium,No,No,Low,,No,No,Yes,No,No,No,Low,8709224,No,Yes,No,2.0,Medium,13,10,unknown amount,Not Applicable,1,1,Peak,5 to 10,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2010,131.0,marketing,4.0,0.0,No,6/1/2010,,United Kingdom,2,0,1,0,2,,0,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Unstructured,Yes,Both,LOCAL,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2C,Low,High,No,Low,Masters,entrepreneurial,No,Yes,Tier_2,500,Low,0,0,0,None,6,None,25,Medium,Low,No,Yes,Medium,,No,No,No,No,No,No,,1936207,No,Yes,No,2.0,Medium,0,3.3,unknown amount,Not Applicable,45,45,Slope,2 to 5,4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260,2010,357.0,software,14.0,17.0,yes,1/1/2010,1500000.0,United Kingdom,5,0,2,0,6,Yes,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,LOCAL,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,it,Yes,No,Tier_2,500,None,0,0,0,High,0,None,8,Low,Low,No,No,Low,,Yes,No,No,No,No,No,,14054,No,Yes,No,1.0,Low,5,16.6,1.5,Not Applicable,12,10.6,,,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2010,-26.0,web,104.0,9.0,yes,8/1/2010,42000000.0,United Kingdom,1,0,1,1,9,Yes,1,Nothing,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,GLOBAL,Non-Linear,Yes,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2B,High,High,Yes,Medium,,,,Yes,,500,Medium,0,0,0,None,0,None,20,Medium,Low,No,Yes,Low,,No,No,Yes,No,Yes,No,,45567,No,Yes,No,3.0,Medium,0,33.3,42,Not Applicable,1,6.973333333,Slope,2 to 5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,2007,-3.0,curated web,,,No,6/1/2007,1300000.0,United States,8,0,1,2,1,Yes,0,low,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,PhD,business,Yes,Yes,Tier_1,370,Medium,1,1,1,None,0,None,0,Low,Low,No,No,Low,,No,No,No,No,No,No,,2992604,No,Yes,No,2.0,Low,0,,1.3,No,8,8,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,2007,-30.0,networking,,,No,1/1/2007,1750000.0,Israel,0,0,3,0,5,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,No,Medium,Bachelors,computer sc,Yes,Yes,None,500,None,0,0,0,High,0,None,25,Low,Low,No,No,Low,,Yes,No,Yes,No,No,No,,14553250,No,No,No,2.0,Low,1,,1.75,No,1,6.9,Plateau,0 to 2,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
264,2005,-207.0,wireless,9.0,0.0,No,10/1/2005,10000000.0,United States,0,4,2,1,3,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,High,High,Yes,Medium,Bachelors,computer sc,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,25,Medium,Low,Yes,No,Low,,No,No,No,No,No,No,,255878,No,No,No,3.0,Medium,4,1.125,10,Yes,23,3.977777778,Trigger,2 to 5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,,-725.0,curated web,244.0,-2.0,No,,10000000.0,United States,0,1,1,0,5,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,No,Low,Bachelors,finance,Yes,Yes,Tier_2,500,Medium,0,0,0,None,0,None,21,Medium,Low,No,No,Low,,No,No,No,No,No,No,,147869,No,Yes,No,3.0,Medium,3,7.14,10,,1,10.22222222,,,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
266,2007,,curated web,,,No,,,,0,1,0,0,2,No,0,low,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,computer sc,Yes,Yes,Tier_2,228,Medium,0,0,0,None,1,None,25,Low,Low,No,No,Low,,Yes,No,Yes,No,No,No,,,No,Yes,No,2.0,Low,1,1.6,0.45,No,1,1,Plateau,0 to 2,4,,,,,,,,,,,,,,,,,,,,,
267,,242.0,advertising,1.0,0.0,No,,8000000.0,United States,0,0,1,0,3,No,0,Nothing,No,Small,No,No,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Medium,High,Yes,Medium,Bachelors,no,No,No,None,500,None,0,0,0,None,2,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,,138358,No,Yes,No,3.0,Medium,0,6.25,8,,1,3.566666667,,,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,2005,-391.0,social network,16.0,0.0,No,2/1/2005,27500000.0,United States,1,2,3,0,9,Yes,0,Nothing,No,Large,No,No,No,No,Product,Yes,no,No,no,No,none,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,High,High,No,Low,Bachelors,engg,Yes,Yes,Tier_1,500,Medium,1,1,1,Medium,0,None,24,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,112659,No,Yes,No,3.0,Medium,7,25,27.5,Yes,9,12.3,Trigger,2 to 5,5,,,,,,,,,,,,,,,,,,,,,
269,,144.0,web,,,No,,,United States,0,0,2,0,2,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,mangement,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,None,15,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,12992,No,No,No,2.0,Low,4,,,,1,1,,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
270,2011,,networking,,,No,,,,1,0,3,0,3,No,0,Nothing,No,Large,No,No,No,Yes,Service,No,Both,No,Both,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Low,Bachelors,,Yes,Yes,None,304,Medium,0,0,0,None,0,None,10,Low,Low,No,Yes,Low,,No,No,No,No,No,No,,,No,Yes,No,2.0,Low,0,5,0.015,Not Applicable,1,1,Slope,2 to 5,2,,,,,,,,,,,,,,,,,,,,,
271,2009,-14.0,software,,,No,4/1/2009,,Austria,0,1,3,0,3,,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Medium,Masters,journalism,No,Yes,None,500,Medium,0,0,0,None,0,None,22,Low,Low,Yes,No,Medium,,No,No,Yes,No,No,No,,20196505,No,Yes,No,3.0,Medium,0,12.5,unknown amount,Not Applicable,1,1,Peak,5 to 10,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,2007,-53.0,web,,,No,9/1/2007,10000.0,India,1,0,1,0,1,,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,Local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,Yes,Low,Masters,business,Yes,Yes,None,500,Medium,0,0,0,None,3,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,,3600838,No,Yes,No,2.0,Low,1,,0.01,No,1,1,Plateau,0 to 2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,2011,-243.0,advertising,2.0,0.0,No,10/1/2011,600000.0,Denmark,1,0,4,0,4,,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,Yes,Low,Masters,economics,Yes,Yes,None,500,Medium,0,0,0,None,1,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,Yes,No,3.0,Medium,6,10,0.6,Not Applicable,7,7,Peak,2 to 5,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,,,marketing,,,No,,,,1,0,2,0,2,No,0,Nothing,Yes,Large,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,Yes,Medium,Masters,technology mangement,Yes,Yes,Tier_1,500,Medium,1,1,1,None,1,None,25,Low,Low,No,No,Low,,Yes,No,No,No,No,No,,,No,Yes,,3.0,Medium,3,10,0.98,,1,1,,,8,,,,,,,,,,,,,,,,,,,,,
275,2006,,game,,,yes,,,,0,1,2,0,2,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,Yes,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Bachelors,entrepreneurship,Yes,Yes,None,500,Medium,0,0,0,None,1,None,25,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,,No,Yes,No,3.0,Medium,0,1.4,1.9,No,20,20,Plateau,2 to 5,7,,,,,,,,,,,,,,,,,,,,,
276,2009,,software,,,No,,,,0,0,1,0,1,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2C,None,High,Yes,Low,Masters,information tech,Yes,Yes,None,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,,No,Yes,,3.0,Medium,0,2,,Not Applicable,1,1,Trigger,2 to 5,6,,,,,,,,,,,,,,,,,,,,,
277,2011,0.0,software,,,No,6/1/2011,,United States,0,0,1,1,1,No,0,Nothing,No,Large,No,No,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,No,Low,Masters,psychology,Yes,Yes,None,253,Medium,0,0,0,None,1,None,19,Low,Low,Yes,No,Medium,,No,No,Yes,No,No,No,,,No,Yes,,3.0,Medium,0,5,unknown amount,Not Applicable,1,1,,,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,2007,-3.0,search,,,No,6/1/2007,,United States,0,0,2,0,2,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,None,High,No,Low,Bachelors,arts,Yes,Yes,None,500,Medium,0,0,0,High,0,None,10,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,5851401,No,Yes,,3.0,Medium,0,,,No,6,1,Plateau,0 to 2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
279,,0.0,operation,,,yes,,10000000.0,United States,0,0,2,0,2,,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,Global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,,,,,None,130,None,0,0,0,None,0,None,7,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,,No,Yes,No,3.0,Medium,0,25,10,,1,1,,,4,,,,,,,,,,,,,,,,,,,,,
280,2010,0.0,operation,0.0,,No,2/1/2010,1500000.0,United States,1,0,3,0,4,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,computer sc,Yes,Yes,None,329,Medium,0,0,0,None,0,None,8,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,18372022,No,Yes,No,3.0,Medium,0,3.3,1.5,Not Applicable,3,3,Slope,2 to 5,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,2007,-29.0,operation,20.0,0.0,No,3/1/2007,13200000.0,United Kingdom,0,0,0,0,1,,0,Nothing,Yes,Large,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,,,,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Medium,High,Yes,Medium,Bachelors,law,No,No,None,325,None,1,0,0,None,0,None,21,Low,Low,No,No,Low,,No,No,Yes,No,No,No,,970318,No,Yes,No,3.0,Medium,7,28.57,13.2,No,,,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,2010,170.0,sale,7.0,17.0,yes,4/8/2010,900000.0,Russian Federation,0,6,3,0,3,Yes,0,Nothing,No,Large,No,No,No,Yes,Service,No,no,No,no,No,Platform,LOCAL,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,None,Medium,No,Low,Masters,mba,Yes,Yes,Tier_1,500,Medium,0,0,0,None,1,None,14,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,1912479,No,Yes,No,3.0,Medium,0,50,0.9,Not Applicable,6,6,Plateau,0 to 2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,2005,-169.0,operation,,,No,1/1/2005,,United States,1,0,1,0,3,No,1,Nothing,No,Small,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,economics,Yes,Yes,None,500,Medium,0,0,0,None,3,None,25,Low,Low,No,No,Low,,No,No,No,No,No,No,,88023,No,Yes,No,3.0,Medium,7,,unknown amount,No,24,24,Trigger,2 to 5,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2008,15.0,entertainment,,,yes,1/1/2008,800000.0,Spain,3,2,1,0,3,,1,Nothing,No,Medium,Yes,Yes,No,No,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,mangement,Yes,Yes,None,500,Medium,0,0,0,None,0,None,6,Low,Low,Yes,No,Low,,No,No,Yes,No,No,No,,9092587,No,Yes,No,3.0,Medium,0,10,0.8,No,24,1,Plateau,0 to 2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
285,2009,-8.0,advertising,,,No,10/1/2009,,United States,1,0,1,0,1,No,0,Nothing,No,Small,Yes,Yes,No,Yes,Product,Yes,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,Low,High,No,Low,,,,Yes,,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,,No,Yes,,3.0,Medium,0,12.5,unknown amount,Not Applicable,1,1,,,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,2012,,game,,,No,,,,1,0,2,0,2,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,no,No,no,Yes,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,Medium,No,Low,,,No,No,None,81,None,0,0,0,None,0,None,5,Low,Low,No,No,Low,,No,No,No,No,No,No,,,No,Yes,,3.0,Medium,0,50,0.08,Not Applicable,12,12,,,0,,,,,,,,,,,,,,,,,,,,,
287,2008,,software,,,No,,,,1,0,5,0,5,No,0,Nothing,No,Small,Yes,No,No,Yes,Product,No,no,No,no,No,Platform,global,Linear,No,Few,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Medium,Bachelors,software engg,No,No,None,187,None,0,0,0,None,0,Few,25,Low,Low,Yes,No,High,,Yes,No,No,No,No,No,,,No,Yes,,3.0,Medium,0,,unknown amount,No,1,1,Peak,2 to 5,3,,,,,,,,,,,,,,,,,,,,,
288,2008,-10.0,sale,,,No,1/1/2008,500000.0,United States,1,0,1,0,2,,0,Nothing,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,Global,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,business,Yes,Yes,Tier_1,500,Medium,0,0,0,None,0,Few,25,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,18581451,No,Yes,,3.0,Low,0,,0.5,No,1,1,Peak,2 to 5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
289,2011,,operation,,,No,,,,1,0,4,0,4,No,0,low,No,Small,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Low,Bachelors,business administration,Yes,No,None,319,None,0,0,0,None,0,Few,19,Medium,Low,Yes,No,Low,,No,No,No,No,No,No,,,No,Yes,,3.0,Medium,0,5,,Not Applicable,1,1,Plateau,0 to 2,2,,,,,,,,,,,,,,,,,,,,,
290,2009,,operation,,,No,,,,1,0,3,1,3,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Linear,No,None,No,No,No,No,No,No,No,No,No,No,Offline,B2B,Low,High,No,Medium,Masters,marketing,Yes,No,Tier_1,500,Medium,0,0,0,None,0,None,8,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,,No,Yes,,2.0,Low,3,2.5,unknown amount,Not Applicable,1,1,,,0,,,,,,,,,,,,,,,,,,,,,
291,2012,-84.0,operation,,,No,1/1/2012,,United States,0,0,3,2,2,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,finance,Yes,No,Tier_1,500,Medium,0,0,0,None,0,Few,20,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,7581851,No,Yes,,3.0,Medium,0,,,Not Applicable,1,1,,,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,2011,-13.0,operation,1.0,,No,11/8/2011,620000.0,United States,1,0,2,0,2,No,0,low,No,Large,No,No,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,Medium,No,Low,Bachelors,engg,No,No,Tier_1,500,None,0,0,0,None,0,None,12,Low,Low,No,No,Low,,No,No,No,No,No,No,,5516702,No,Yes,,3.0,Medium,2,5,0.62,Not Applicable,3,3,Slope,2 to 5,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,2007,-4.0,advertising,,,No,11/1/2007,,United States,0,1,1,0,1,No,0,low,No,Large,Yes,No,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,Low,High,No,Low,Bachelors,economics,No,No,None,500,Medium,0,0,0,None,0,None,5,Low,Low,No,No,Low,,No,No,No,No,No,No,,8536058,No,Yes,No,3.0,Medium,0,1,unknown amount,No,1,1,Plateau,0 to 2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,2008,,advertising,,,No,,,,0,1,2,2,2,No,0,Nothing,No,Medium,Yes,No,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Low,Masters,mangement,Yes,Yes,None,500,Medium,0,0,0,None,0,None,25,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,,No,Yes,,3.0,Medium,0,,0.345,No,15,15,Plateau,0 to 2,4,,,,,,,,,,,,,,,,,,,,,
295,2006,,conssumer web,,,No,,,,1,0,2,0,2,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Service,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,No,Medium,Masters,media,Yes,Yes,None,500,None,0,0,0,None,0,None,9,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,,No,Yes,,2.0,Low,0,,0.02,No,1,1,Plateau,2 to 5,0,,,,,,,,,,,,,,,,,,,,,
296,2008,15.0,online music,,,No,6/4/2008,,United States,1,0,1,1,2,No,0,Nothing,No,Medium,Yes,Yes,No,Yes,Product,No,no,No,no,No,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Medium,Masters,finance,Yes,Yes,Tier_1,500,None,0,0,0,None,0,None,18,Low,Low,Yes,No,Low,,No,No,No,No,No,No,,15201417,No,Yes,,2.0,Medium,3,,,No,1,1,Plateau,0 to 2,11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
